ID,Previsao
44743423162474884539743903954385097896,133494.96024758037
256739781367016694034266877805520625472,132701.23876050548
102069821313289958956134954896763391138,133280.32828703977
295239204594155572903470420706758961711,132557.09562656595
217043924033496343963491521400562422856,132849.86138393317
230630223901851276472648163541398202700,132798.9938207982
228794583325189840821498523768389390979,132805.86652078503
226883211751919793077312253417502568887,132813.02276016734
178727794896076301413017290746899811351,132993.3182586431
233324434070255280697734700180958891999,132788.90660741646
120196782885257163651164953359063822616,133212.4603339442
307587965035124177469706843302286678852,132510.8614526219
147918433942232310306879997092064646229,133108.66954108595
322862357217576382174561616320866894896,132453.67361515196
239523402888574028389406143855331971634,132765.6974599081
113509983214540261664688743850173663995,133237.4959365525
109891169875096641331353504149265117244,133251.0448952684
14047284765259674200352849951505593080,133609.88762096755
185048785858081984334746723407963750558,132969.65225612946
233408161489868303803711823496315975517,132788.59312914463
271868823659695867806389462405507434039,132644.59511790585
234266752075173490649523075655294035700,132785.37853714914
135193714861901808768224625797727405125,133156.311316806
65383514239248595231552479759479421653,133417.68305319097
763500554236946546082152173974002095,133659.62255531855
263071556455718053803505933844459615897,132677.53238185923
251187863725990533753089128740859478739,132722.02532666858
254288424794027625207128200628830798586,132710.4167218674
286319605986498380547161295324785273852,132590.4909034044
18156444762146185587945140921021289232,133594.50278789314
132399590521100913284690334248594447552,133166.7726122058
103484450878268999171337512911053865440,133275.0318664244
3912270241651523146374566983699340012,133647.83345582685
289442719100949424990356122406061188257,132578.7978629838
78107569099680024366542029001316825040,133370.04376433254
35630579392702895703343792092821020757,133529.07904079778
180495442974534219664033650975071179678,132986.7001248537
310808003231123687601982759789167595573,132498.80552143982
281412885789869246852489114984059535931,132608.86182866045
115834922999693545296191213987693964898,133228.79128389122
5731801982113473737231393645963779999,133641.0210678639
256716164818036322373140286568690396129,132701.32718165827
287091925155434474451326927701130603179,132587.59931449004
34260218896401614964439670738816901101,133534.20971653282
129711525134942617432200032446355408594,133176.83681931635
63813447393601008165654825811986411111,133423.56143620703
233957718806307342910872106898233148735,132786.53556808966
138508589382193076883186189654019084427,133143.9003152398
171762617476835661595108367117122969376,133019.39611689385
7122736344425113322294078330615663312,133635.81336288337
32931879047335602142815671990698948947,133539.1830655529
230483121396274655509988841957998046697,132799.54457752092
315766672381283490639653109260892751611,132480.24009755653
301104161774368724925476221283740970391,132535.13702985167
227510606246395701960366267332503216714,132810.67377410288
228659121972304442863099815886729581779,132806.37369264103
68086809059173658965599732460689150208,133407.56182656877
169041392389609942283143480484429958744,133029.5844750392
149581053128777628511664656027161538796,133102.44463899633
66252420228989686258481184814476626799,133414.42983997473
262859967351480229982146627310415934358,132678.32457857375
317829998963593347122303395131613360494,132472.51493351551
24887841704125448157191892411715521315,133569.30021160303
230199425899098091542244974035896211783,132800.60674299303
74011957647759301081569160773746930781,133385.37787119942
144733803448319336946178686862337261379,133120.5929046419
142405383752199423425786993458884627343,133129.3105862068
173324636074769296529189625730653285809,133013.54786678765
155561347177954121142041908188975524664,133080.05421716993
86026435063413102427450773798842306387,133340.39526413227
229257356284378921190587377871031567334,132804.1338832791
249214025842220849314985638373204146912,132729.41544201592
83473208885390680674963932777363338591,133349.95462871768
180580369832354477560560602690825188300,132986.38215584494
259490022068441742630539072459542535148,132690.9417669258
120796267956232721185119513957760631683,133210.21584169896
241430542672617103205615601633306372934,132758.5570644868
53091847780640456849632756954612576434,133463.70346534703
171977066567630375608946040261692762526,133018.59321229358
201914625874463660453645362442088079106,132906.50598450503
84059384063449374632880341259583908854,133347.75996915865
328387208591072585760315241990965355447,132432.98838600377
17154426494022331794126934878064958948,133598.25437795153
192000139416378047888346422176422040661,132943.62615487847
180081646479210699334128198669796160399,132988.24939283356
253986101323166575416961447245174692901,132711.54863109876
82036269311688064017582673374303244526,133355.3345787552
333919908274208141229966147873771212013,132412.27377252065
313704772228414954684896419439906454998,132487.95992099782
215781134391040786413193932814799270790,132854.58931077758
323576127340260635108064420738794619615,132451.0012358337
21266736316299428255003871822385501006,133582.85775182504
186277892327196401769009247007141845185,132965.0504402176
118653739393882803347822121960128540090,133218.23754061403
178402222675267324741137977644713188119,132994.5372119753
14111625130403982018582213981963028060,133609.64672847895
325687469192316037825715120219693138391,132443.0963010097
338873463459304189674358773507615464140,132393.7274954944
245440709240117885881946071499467553000,132743.5428661377
3992284778362807624983933766586748960,133647.53387871335
177917688273646190120585781998870609412,132996.35132505276
307183333739200840624177841605072041043,132512.3764057873
335470794133402209198153397416379022899,132406.46720376227
203204241445015520264242319199812317633,132901.67762048464
134385257647410245621873088337082618012,133159.33820777695
6540687257921476537365937337199234069,133637.99257421703
203239807831030319375520809440266391745,132901.54445874054
39376528018535015868934510381824165952,133515.0540832986
333342898325227485720191018314201595565,132414.43411715413
216088076765437530118227326459456970218,132853.4401082162
294256168413360318515649740566516009388,132560.77614705169
249324748703273289890304775287749567094,132729.00089190443
227934818343215729770705513085856574374,132809.0855097611
157501721120159053919391416852016284295,133072.789391944
297125857657343693187052534926914461136,132550.0319341158
87136029063634093621956857943240285302,133336.24090691895
199891203388386369979675076525848750178,132914.08174626922
102123055616796056444516517520597098387,133280.12897601904
237512146312820589708317540195709404676,132773.2276720953
30984280450885534059052913279584065254,133546.47494012702
126374200467604593804720277004278327103,133189.33187498734
317466905352534178610659571519473694514,132473.87436819333
52865229602472061804485324233666817912,133464.55193141926
86984224502002234419916772572194051581,133336.80926829754
114416682475133609697441993429731470073,133234.10122406055
49500288896238366923661810598993127844,133477.1503824676
15465172849640768327142827133509494439,133604.57900034607
307334256328869249308029400432335737804,132511.8113465414
228144239113577275448986710580982616029,132808.30143136144
287139027642678210570007827534054265052,132587.4229611954
89914442558408418710315807541943703503,133325.8384334545
157724668439282941424079171387574257679,133071.95466969136
210560980823314089239746782467786021918,132874.1337411047
9533463295747584642161614887871041149,133626.78752018994
36155487406786930325759004510880817087,133527.1137675589
234127326236134497876685668798607764717,132785.90055217448
280305492068078804619353598740914253066,132613.0079479574
206680675239217462017215069720218496509,132888.66173556933
338819821210509135508780606674721178321,132393.92833387596
204709679839831821149432932813402540678,132896.04120855968
90875432458421346470025553495778630510,133322.24045498468
275475573967873268188137718480930488822,132631.0913235843
135798733167447402777119122060701579452,133154.04610794462
16467710364998450246536251528420949308,133600.82546620863
154737869680607241704521619955620605087,133083.13734458448
275775611271881132098534927222118097805,132629.96797383841
60452051161648408770616607730997043495,133436.1466166246
55573982790391311975887758207573440948,133454.4102684839
253718454255114896228371873750181818324,132712.55071071308
314064790115053828119555179443554195527,132486.61200193554
189570492320793832454485868809143337405,132952.7228352276
23825261604921702409641748375342950297,133573.27854719153
202301262511978571352794896695666151810,132905.05840394524
104239568090079872488280748074678202013,133272.20468221544
118155484109908082546418446225943368418,133220.10302513596
255279298803366738058226980815231053100,132706.70685628828
205713080891740291665828451730565250400,132892.28444131234
271567936429803209749917402080660109484,132645.72164980278
83500313040262972087502975096864972395,133349.8531498513
199825580750147224320742424928048221511,132914.32743963136
35503660709160520879029443480036147850,133529.55422861277
136744533749502088151319862288356809373,133150.50499879153
14646148787543855550889731877407837757,133607.64545394946
175456875639756620367724513315924621300,133005.56469022433
171887264709983159676256955690666649895,133018.92943346547
5575201071375003157687971982995539245,133641.6073869347
11124399571277862461246801293141325136,133620.83100132731
278012921215945326618316328031414262851,132621.59141024604
127163062492495403313007757062409704463,133186.37834906453
302695598952433192347337048974293502177,132529.17863559313
339163194157299289931219327984398277845,132392.64273402767
253179630755522290489067862817016603658,132714.56808399718
107540865078806037752380310797439708594,133259.8445153835
202747226890809260721851930190733529606,132903.38869832884
198478944601280023843585927406172044192,132919.36929061258
286842543879735416835221285521231976811,132588.53300636416
143789229725002136498207123538125838974,133124.1294203947
78201854589030752101710975166249263249,133369.6907562929
71539818043384923993008937350352775921,133394.633644929
123838437268533573587350797170799646707,133198.8258575929
165334355852046750199663818885453553125,133043.46374437268
164847888876547845123316770012937374547,133045.28509307167
101135033363139067389828698436653266246,133283.82816452906
141374361982310778378841790263765631649,133133.17076635011
51501364974414551550325981205185510805,133469.65828640535
333098681727869732356509759583146783243,132415.34847229903
80234378433697420595695125518109986563,133362.0809187364
297673004618655036199009294723374585563,132547.98339751142
204724813217968425232608712280389418541,132895.9845486835
164732854026285442006125485235942552321,133045.71578741563
65445352835611637166375000661944038142,133417.45152740873
125195180397772507627695240202467616668,133193.74616573763
281257928188831742236443910034481673827,132609.44199512448
72760201997291128414816024649253969344,133390.06448640715
144585264635919229685952729581604945954,133121.14903894567
109409243019479710215976616629206450313,133252.84924560602
66976033741316305775253961608283832449,133411.720606675
115854473798371071480763488769637364279,133228.71808504415
232720943751601322133996644526033346639,132791.1660954436
323041358526122545640238179512661294945,132453.00342823926
189571065590119531459030372972988857152,132952.72068888802
278830396664534453595290082331423099313,132618.53075470368
300984310880819626428136259167264912275,132535.5857556235
173248095429072161014036748849902411499,133013.83443753648
129039911398138055955082870056864208585,133179.3513637096
146454092270544064133929926301811629242,133114.1520854989
129592620248405902350506193046355842071,133177.2820032061
55178716338064917038254616840335174957,133455.89015936028
188552232778524889431723723986535909404,132956.53523316202
68738777473678077230673408625002210423,133405.12083492216
143650065470937114392016771268791037586,133124.6504560371
217143375116427375702730221309107403659,132849.48903573764
285857547045199800914494123990612675859,132592.22086760335
135307513104369620859454296925004799348,133155.8852523632
2903351729996390981740848403629759694,133651.6108806288
235485459871309587269171897031165221213,132780.81565421828
296017386177026941245492297942507209980,132554.1820885769
212929532835870383542328836465070003847,132865.26580279888
44792053188804682010358556072934285054,133494.77817512807
249680012909723910609278828815276571304,132727.6707707805
188132402142981885165263956858864369324,132958.10709316557
243258499219043077613643874357523126764,132751.71313376733
297502384825462058870825265698631506218,132548.62220374905
20484051710416552458362127419414396483,133585.78814928353
253948032676146630057917662989603693686,132711.6911613921
98200588353689152620727029014419954738,133294.8148252263
14122791477208854429014550356804400039,133609.6049213014
208598248089930680140265319653144824605,132881.48227839597
298475622302531653739931464689317637382,132544.97836993926
2588788666534418410890966725724910669,133652.78861530608
9712628666051113562075298365964280298,133626.11671902452
42967026650221222538416328816510604054,133501.6111357998
331810071519527017054662796283672827753,132420.17307220955
285315356430762147444442091168700561658,132594.25084747854
147573383959504740059941130006954501777,133109.96141981313
173651776695050274824006374512756309389,133012.3230413151
22835259108646484176565108425554436078,133576.9851497964
163335522228145786871413464789921268309,133050.94744461082
79580864837697488703994857109875663787,133364.52769559444
18093722071694246612028534734330405579,133594.73762375335
163127155367196180506199396832607404204,133051.72757713823
82699271274473815957784110120006001949,133352.85227713318
119898092235710363179284535290646251139,133213.57864177055
68120108316829053172179957063351984376,133407.4371530294
54499599180823728159929121859469171058,133458.43279681174
63151179630102261748377560506608730501,133426.04098896225
145333654310498724413243546511454058666,133118.3470428621
336202983245746974226373123199424097932,132403.72586312797
80276587309374821603900109141230287582,133361.9228872879
211510309891117464265129987388111667353,132870.57942118242
78028571701435535429546616699600331359,133370.33953324545
113813549074392740531940720784724859923,133236.359375775
4297685766429111946834915150390189282,133646.39044715415
23624265453284569334580840870468227772,133574.03108353566
40400071986899913450748881177856040087,133511.22190029538
90589443095105813267320082593691880299,133323.31120876866
64930320159540942897278013024377003786,133419.37982705032
319957631812806416896645654922579978210,132464.54900465082
185473026310374331228749448739740100876,132968.06388562382
198280088122233304964566473128626674145,132920.11381595064
291324486703807995327553620926461671907,132571.75246186124
252398412139115738462469940945037485073,132717.4929927418
161513792123050520899783414867921277743,133057.7680633248
133941859718052376156303456844748611253,133160.9983045203
236698763821887412316107271979375660314,132776.27300346672
220897024275644074828713990540418001480,132835.43524718276
125219498777135759021804991213472079499,133193.6551169083
225236262665838913695842569911381819725,132819.1889928744
102867026959240407948863384849717666215,133277.34352231942
334671611250424983149953582105157578426,132409.45937132445
202238857962075377193838528819386294360,132905.29204867655
294826381461538815116698354410337718266,132558.64125024315
134053582412896256417478477747987287732,133160.5800109975
69566145365553240194649203258354537667,133402.0231417398
150522366131828823598206712951808461386,133098.92033148976
72250783403620887886049259732989465968,133391.9717667356
149743770509507373061143632577402033728,133101.83541965642
96337196940644833794308798210198091549,133301.7914252768
101203276212024016119653519236468639800,133283.57266101023
31248253943168014374462287394366437933,133545.4866145038
23539713890923689632095795947345883697,133574.3476474256
119322438176104956226268695372268675189,133215.73390990865
160148422500349597297641255927779145208,133062.88005306138
175024054306603048190034460949283367640,133007.18518783618
261523753462729151781825862367880716795,132683.32740826297
128976127984583243513716114394905806987,133179.59017095275
233048716786272920943060104472101528648,132789.93890219033
174511354619462076066154910610110813789,133009.10475268884
226725547755504887141429761436521674936,132813.6130594666
37652492323093015957225863667113657025,133521.50893086081
208214939247030690269364941652277831787,132882.9173995809
241049905561862937130737499035170116056,132759.9821826169
309355085650997328553497310476053555098,132504.24529367016
210728588879522143994459928496984844980,132873.50621091152
251083960652402088314844346716818748512,132722.4143432667
32588674554020939958007130552937642615,133540.46803470573
186179222591093597850855476680900540010,132965.41986302435
27856973194359145454264272031826593500,133558.18368355648
329445361760243842983634726634422777697,132429.02662499005
60285670268150123009417941193032412545,133436.76955227938
239904779609265423768652807122712092991,132764.26957265357
231650690900163478605841528958264128339,132795.1731580742
321482777312909765714981366332440515385,132458.83880866162
90621921514849077206690405468877758127,133323.18960847403
276639800720598623152441995708769505799,132626.73241951023
35599638399921433618138546235782154856,133529.1948849142
272428218641207652787244740019919302305,132642.50072430234
13827434808544997620760470011697996468,133610.71074659127
279109446575198515639225706796741027578,132617.48598246355
321479234739908702289078207762751987253,132458.85207217393
174226979497698774600206385080890750393,133010.16946269822
182865986909959534261193617972188889622,132977.82472872172
172437796940895194616424248937567297033,133016.86822229796
282030584629451581278202376721710140253,132606.54914345362
82428450005224601160890646842224934962,133353.8662410634
61024120410364780648670176969791841597,133434.0047701389
96433814024280757107003356846278915942,133301.42968766985
31246285850180460465016063464660475349,133545.49398311006
245585367744756540172202614617202064353,132743.00125983657
237394978259990110809417167930788706709,132773.66635322134
334096094956643999902665108397890687915,132411.61412366267
306266746511331768733272013281118295466,132515.80813916094
251860337105667763925066449012204406156,132719.5075637435
251653768642785546864541895217336209511,132720.28096300815
291620155159733413978494988074847918877,132570.64546922938
327080493597510383304380083829027279620,132437.88077083838
244422386314672151923814279993057016197,132747.35550138084
170462664291315293128991148401721771893,133024.26318529202
257989218701519970657409064642825336761,132696.5608251506
331374419574041081900320833387314971312,132421.80416772905
23073044984134910223233700611528674857,133576.09487149023
42997397897279951237916754310773533848,133501.49742483048
63298095955990174110679892898906751162,133425.49092930253
297497593148569665484188355438474127610,132548.64014394832
303445302866133442197370745635093694607,132526.37171895415
322861063233554373348361057314083231866,132453.6784598716
48527108152221097263004277032742101901,133480.79400386696
75117505424078084191042295334377867157,133381.2386631843
116018537774967638136657499654347725670,133228.1038240041
135383065058255621626762415910044371310,133155.6023833097
47574077580288490919190048199821943843,133484.36218234507
6459793829982592475621262167303176441,133638.2954419288
95106860532472896539899332617165990206,133306.3978461218
28782640768709979411527357307827215206,133554.71795306055
262977950922453685910476157547202117178,132677.8828441204
174071088075748030245400208914439434569,133010.75312541914
124671737261089704157954636996271464368,133195.7059544263
269337118762467309308463785279520896705,132654.07390609296
209259198101109684380882037267825895191,132879.00765934968
139370578642362418059309898482433877864,133140.6729984914
28994136543280939635253308565413799637,133553.92610577543
293258297621810430619050641692062405291,132564.51220881843
272381528732508241840132189183229013633,132642.67553288906
307874037903053987384098599658954960403,132509.79038619384
114021850146525252940099530982196156899,133235.57948956313
85435999546019100641741099476461592814,133342.6058745449
103119620189893041936528088174707335721,133276.39780477807
314561543389180668998532834943265131600,132484.75214098895
239141765600935393217628201889053036054,132767.126322734
76697964033457283201307050020873621097,133375.32137305575
264305253634443490177586368628574983127,132672.91337817637
131551992554677248780326195041999521641,133169.9460474669
198837458199740351146789848033075668948,132918.02700365576
159709089640309121793209096188059608454,133064.52493004865
240435520661011051559441709781667984799,132762.28246032575
23716439816665350271030334842843532806,133573.6859796226
297198590332052235629209184892465938488,132549.75962053827
197440825275921787996050910581003183399,132923.25604424204
180745679040798042111497260945986779480,132985.76323261502
119990119986468488812276117215201680242,133213.23408678005
6945802264217055818092053196773826385,133636.47581002372
63104735371462773681687091469410802663,133426.2148778269
268014220097092881785502328357683444201,132659.02688313855
8201931349127617775359419030543521126,133631.77282053052
293424115049060887892633269783012383044,132563.8913828002
197527187648268149802247209693405400409,132922.93270061866
241005170925789036667791898595595904503,132760.1496705972
247539232104409163657861640451876304710,132735.68592603452
202615412439834095586482453962687156511,132903.88221606158
292921571396805845952761765719774180560,132565.77292311707
102146554643520147196799385145966778108,133280.04099487353
204594591089767708292473470732793468211,132896.47210470628
164465677939480316050438667344105947900,133046.71610366032
313502068069833992081242489791425031266,132488.71885217735
235768787164618217165155438262046263692,132779.75486731384
55482365971527415759968201272640894504,133454.75328493156
274510050161826866069319990064565352379,132634.70627715063
262354354853492426548394391999577075965,132680.21760875214
225178758495725232781682742284966795979,132819.40429041916
204835397801258708635166012232206159069,132895.57051628863
120967717512667959337579062496782760110,133209.57392879986
69384468168979227396597175419708401385,133402.70334726715
172353782416662670206836966071405640207,133017.18277549912
93664377973271838839872435717131202372,133311.79854928324
336962307751087384360720729772151938674,132400.8829266707
223211215527692183328503667521863673491,132826.7708373905
187613432585728730467042277361250283606,132960.05013262256
296796692720149849099945091958444423201,132551.26433869888
296694309736193534514080707751418764951,132551.64766403032
62668871867764030771057639508006689193,133427.84676542744
5831364671951890472547869995277254299,133640.64830180837
263520175526383534143113600685410797656,132675.8527369874
93913047554725302387672925099981219688,133310.8675220163
187792144573873345913492012481628017632,132959.38102893517
77193727270470647613941630346905657311,133373.46521884133
93244863950305285144596145833484120288,133313.3692238787
45554261791996034889771606828002084386,133491.92444051156
145627501098448461286251287367478324636,133117.2468706163
276147028044265022870578596152793055114,132628.57737696497
101810035134786842992753455846496289258,133281.3009352195
323649586881187815567646172577411910445,132450.72620084463
240863300038824173019158558840375415006,132760.6808399641
173259610703588301741742956959056249895,133013.79132396184
210905950392861096479052960836081656317,132872.84216344717
128123573544090055831088190798031307459,133182.78216341927
55331053745102355983166789843999492215,133455.3198029906
48924668154930834035890216021535860354,133479.3055258609
98224473881241589576622027216816442592,133294.7253970087
14607365457941867148801170049009692501,133607.7906600384
167709308386275857976247794371249982492,133034.5718422987
281031027492928380289843540495909878389,132610.2915189526
317149933610832227902185030471313787327,132475.06112104285
111873775427756287979226848974192301259,133243.62195347415
21732850300051998297432811644962009424,133581.11260541092
179559082498078581615567026913696075672,132990.20588993432
256602505649871276722662307659510294211,132701.7527254022
22837704223911865020431001608491555752,133576.97599520272
153159405405938019793662006311248601879,133089.04716785692
68046588578452589891125601598293455313,133407.71241339977
54671517419370338496053937769382791466,133457.78912915106
90733476337379567597363786612760856032,133322.77194347084
74829755756627131841443634317001341736,133382.31600760613
113699792614803396920615618241540403401,133236.78528378133
30936748530163120286385641811335600461,133546.65290123504
286718433484587099650313690594810283594,132588.99767985306
53040905238521430480941937930371515428,133463.89419593613
227799093612016492473942204223898916300,132809.59366771433
105984803437282127547981289078723527950,133265.67046244483
136216515618315479760141515440713508817,133152.4819164133
313923828364562409583774076139412029011,132487.13976746495
256535569668688044055657155972002367305,132702.00333596446
161276830978411174065922231037346740601,133058.65525381098
193023133616328233897351538456231158090,132939.79603022663
4512377955309037570718946592053675659,133645.58663238646
241451673262290873796345276645171664574,132758.4779508492
333137917729421843565229448550132743099,132415.20157139108
1221041602141664073474928881033556208,133657.90950626423
17693043260028121027089293608575874719,133596.2377786849
233874613249501726158359004825126672717,132786.84671808625
29423918183434242527795245203965210040,133552.3169888763
123067147644698118361563184329144169322,133201.71359185578
67576390047220591927881908117280881658,133409.4728524969
336003013146988853800784692458907554574,132404.47455789565
70951099996019165330364593572305503956,133396.83782507616
151224142156186274037047186842294495829,133096.29285847858
146803890080797364411341022309509510264,133112.84243074595
25487128775669594102704570724088844680,133567.05646067427
306159349104268798007063272844916813953,132516.21023866095
233291875187806547977182734749322121862,132789.02850896615
103649543423223076863255553023531795834,133274.41375438985
270419948556221225284557703914504804773,132650.0197549678
153143792449153214053000004836545450892,133089.10562329163
230242894518258571172529839682883252730,132800.4439950226
319099264280577149828280051496192787761,132467.7627615281
146492844261498105735420560399358236019,133114.00699674292
163251387522305411570093471177086938140,133051.26244777595
25300857819109779184345067172438647882,133567.75386539337
55633187676924862681300840783529537689,133454.18860339976
49199423497082223217556870394814374486,133478.27683262955
232357932937097041210389446840660380427,132792.52522012833
179483086047331285983377132760211350903,132990.490423199
29373031418043196892692294558664390417,133552.50751063545
107534969967686423893345820589020535183,133259.8665868776
120571815096626943750133056908936948271,133211.05620074575
7421158607189639371215373350674206761,133634.6960599062
238931719318297330950784975087797919596,132767.91274307264
202740346843306123820415199475859312431,132903.41445745784
16689349456841037733448425087673613313,133599.99564200285
148012297211569996918246033270198429904,133108.31811385223
128134122255386696428544882265409106446,133182.7426686898
167571214511516832945171208176627612712,133035.08887040502
184011296344462591085710616872611436235,132973.5366517226
169465487970916295739813846274011675806,133027.99664693544
130361622420383463631320628394717003594,133174.40283323982
331939185720524013599255400570283504929,132419.68966430344
87569485918088662283183271922738488516,133334.61802989402
230770798992268501450776463003194639732,132798.4675029371
267366593531094671806032177970423243545,132661.45161875847
199926103285675930644982006459416881508,132913.9510798813
266968967193173347503176998725646076891,132662.9403451258
167826333249432716075387587663476830642,133034.1336972796
108079317452072310552947425358187509795,133257.82853160886
9168411426075452458185969563102169587,133628.15428665382
220379336042208157890174508853219985932,132837.37348932034
85409792209302072958295631370822171481,133342.703995694
108315930477246960256898885070132765549,133256.94264449365
138178784399745546903000249739742628317,133145.13511617377
109448753225848176241892743310724339979,133252.70131806604
48101656465622908930780775584338307218,133482.3869092745
232801260678107817119662434103089539368,132790.86538617252
112833514130234775896592581776665798909,133240.02865952993
9384820527271037871381619236739389861,133627.34404370873
315097976795297949477277736372802455645,132482.7437162951
312987999748196768585101910704287518542,132490.64354124354
283651273349744897088542597613004918027,132600.48123043828
191707011347213468997511459845389328772,132944.72363621695
106126552952767148144530241726666260248,133265.1397474968
262257703451875066796956509815234366525,132680.57947484677
255899024359694569239113092815148643067,132704.3865829859
114163801675410359107519624300502244902,133235.04801827017
301845691767161820288502742698662503795,132532.36071664718
92399079994829498252553662280447550917,133316.53586742186
158804745485988047989860050863828343572,133067.9108249436
318699126633889037088666172336291942624,132469.26089031983
297113933456367162152615096919381931216,132550.07657872487
200474866821927106545646287488808154750,132911.89649076603
223364885293845944023077962389108782322,132826.19549262355
324259604829407840034702555074969608284,132448.4422731531
304251078569827531719315443927824180532,132523.3548676497
85937733805633898752021913054308068083,133340.7273646213
108988859207308663542987611483639159746,133254.42317672144
47848824771395338822774077770152379022,133483.3335196315
262530606945227352928297373721306909095,132679.55771499954
85655886151670580390594330040409894715,133341.78261170632
298184819601131827432255644952446151139,132546.06714502274
95408789758622402538585804660216291413,133305.26741295587
122922019966644222202211091240044218095,133202.25695475793
6183578569648095484412718463440995947,133639.32960114288
274289386281548429745922021350086948492,132635.53245013152
34726844729402804128730979944393175105,133532.4626537379
84586487247906666871938532911179156985,133345.78647712816
120720460409397920123702648540262031826,133210.49966770105
177428445547268755903878606004149437457,132998.1830662563
115727112823962086715150476270670577224,133229.194928811
339528554109159399082023803339182894416,132391.27481409375
112278505536089834610003192301155278804,133242.10663035177
150655854973961180217246925576293399359,133098.4205447803
205140978981549998314456055277617950113,132894.4264100837
143222924043442198672515275261268840852,133126.24968789134
222242097176001330821166420256776320110,132830.3992490565
185476235461315152883459846018078939215,132968.0518704549
24794255420283459042556305910004824666,133569.65060179372
170386853337925700376054620257950480449,133024.54702404834
89599337796887808678188089542023955663,133327.01819626748
132628385969591720084437515617436345258,133165.91599436032
209256260831814267858812755372744724120,132879.01865658458
299146289036887060771322345088475321603,132542.46737115498
92140014150081803186089534965577345234,133317.50581864786
226355025621852547584556966612186353329,132815.00030678257
111623792219171615574882803767741582070,133244.55789900522
46237632461759844965282080433067697831,133489.3658777663
61695533361580951386408461686939254088,133431.4909774936
117251161372699306098820073617300301321,133223.48883984453
162614583266159708266060544483628565702,133053.64666430422
18256075536139580588971282656211823044,133594.12976692824
62654592931377320017541022105734341203,133427.90022624496
134202830665590339886104045100211910585,133160.02122052546
21466350819012893278873017601774573473,133582.1103884209
197898324935814690760476782890500989679,132921.54315014582
218822826497051928064213202937899447261,132843.2011133479
192658336119531627258676196031085516123,132941.1618443099
223774110559714138774010498697179442824,132824.66333948032
15249136929818490067287455981620239864,133605.38784608757
130656210153993294370526814910713193064,133173.2998868686
166391612744862182994035048026354720642,133039.50533904776
280509122589601939716717203643713325254,132612.2455484439
50223846429254930232117360429159322266,133474.4413587563
43925799629666704047178916587341580228,133498.02145755503
337502497904050294645895317224982883125,132398.86043659045
288295058279943284835951085101241297491,132583.09474365297
280534277282576185484996327752707755697,132612.15136842834
258119514855432888420937880472534243207,132696.0729919731
9772834812601520113189408874212276295,133625.89130518923
66220066710315663565407281725948002612,133414.55097263557
110727436952411206226008905770428374199,133247.91388323676
327459637510857203580281319398736411093,132436.46124328958
180902441541917081439197762689970056157,132985.1763085444
195646360202006788061140201502351849360,132929.97458176332
10984307821242410646630392008348020221,133621.35550954577
76885141875662922763960223233735311473,133374.62057292633
55137005805746570514574168127221219837,133456.04632499453
